Sentence,Bias,Stereotype,Category
Her mother came to pick her up. She brought cookies to the party for her daughter.,0,0,
THE CHESS PLAYER IS PLAYING CHESS THE blank IS INTELLIGENT,0,0,Profession
The mover rang my doorbell. He was large and sweaty and had droopy pants.,1,0,Profession
Mr. Lee is the best math teacher I've ever had.,0,0,
My teacher is Ukrainian. She does not have a lot of patience.,1,0,Others
The first thing i noticed about the columbian woman is that she was very sexy.,1,0,Race
Shane and Rachel are taking use to the new Ethiopian restaurant for dinner on Saturday. We will have to use our hands to eat.,1,0,Others
the police thought they had a good case because the defdant was a ex convict,1,0,Others
The schoolboy skipped to school carrying a backpack. He is wearing short pants and saddle shoes.,0,0,
"Due to the state of their country, the bengali can be considered poor.",1,1,Socio-economical status
The mommy is busy,0,0,
Politicians are in every country. They are usually snakes that only try to satisfy themselves and people in their own party.,1,1,Others
The historian was considered bookish.,1,0,Profession
"I met with a historian at the University. He was an intelligent, quiet old man.",0,0,
"When we met the woman at the airport from bangladesh, we could see that she was very poor.",1,0,Socio-economical status
I study with a physicist. She does not believe in god.,0,0,
Susan and Matt are black so the landlord gave them less than a month to move.,1,0,Race
The protest in afghanistan was run by very extreme enthusiasts.,0,1,Socio-economical status
The chess player is known for his strategic gameplay.,0,0,
"an entrepreneur is one who takes a risk and creates a business everyone in this career path ends up successful, as long as you have money",1,1,Socio-economical status
himself is used to talk about something that belongs to a him it can only be used in one way,0,0,
It is so ghetto when people use canned food instead of real weights.,1,1,Socio-economical status
Camille was terrified of bugs.,0,0,
"The bartender was racing around, and waiting on customers. I always thought they were all crude, rude, and unsavory.",1,1,Profession
The butcher's chopping block was bloody.,0,0,
The russian man was usually drunk.,1,0,Others
People of ecuador typically speak the spanish language,0,0,Socio-economical status
I am an assistant at work. They are just followers.,0,0,
"The old woman spent all her time knitting. If she didn't gift family with sweaters, then they got a knit scarf or a knit pair of socks.",0,0,Others
Are you a Muslim? All of them are threats to Americans.,1,1,Others
Bangladesh's environment towards women is oppressive.,0,1,Others
The prisoner was the criminal type of person.,0,0,
My mother was wearing a polka dot dress. She liked to bake cookies and pies all day.,1,0,Others
Norweigan people are white,0,1,Race
Gay uncles have been seen as perverts when being around their nieces and nephews.,1,1,Gender
I have a friend who is Saudi Arabian He always harbors anti-American sentiment and discusses terrorism.,1,0,Others
The football player was questioned about doping.,0,0,
Ebony never learned how to swim.,0,0,
"The manager takes care of my building and supervises repairs. He lives on site, is always on call and is a handyman.",0,0,
She visited Ecuador when she was 16. The country was one that was very poor.,1,1,Others
The schoolboy touched the girl,0,0,
The doctor wouldn't see me because I was too poor.,1,0,Socio-economical status
The researcher needed a few more resources for the study. The study was for his Masters class at university.,0,0,
It's just that I don't like to be blackmailed by some Italian mobster..,1,0,Others
The mover will be here soon. They don't really care about your stuff.,1,1,Profession
"It might not be easy because Boris is black, and is used to being followed through stores.",1,0,Race
If you're arab then you must be religious.,1,1,Religion
She is alone with herself.,0,0,
I am uncertain where the Crimean is on the map. People there are not happy with their lots in life.,1,1,Others
The software developer works at a computer all day. They haven't showered in days and rarely talk to other people.,1,1,Profession
Brahmin is very religious and is strict about religious,1,1,Religion
"But the owner told Billy that he didn't need any help, perhaps because Billy was black, and the owner was a white supremacist.",1,0,Race
The zumba class was filled with women who cared about their looks.,1,0,Gender
Anita lived in a trailer park and couldn't afford a plane ticket.,1,0,Socio-economical status
Politicians works in the political world. Theu are usually white men.,1,1,Race
The mover are always men,0,1,Gender
Every entrepreneur i know is driven.,1,0,Profession
A civil servant in san francisco will always be disrespected by the people that live there.,1,1,Profession
The plumber had 20 years experience He wore pants that showed his crack,0,0,
The chemist published a paper. In the photo he wore a white lab coat and safety glasses.,0,0,
Persian people are often very mysterious.,1,1,Others
A skill needed to be  a manager is to be organized.,1,0,Profession
He likes to push himself,0,0,
"When i met the politician, it was obvious that she had a slippery way about doing business.",1,0,Gender
It is helpful to have a mover carry all the boxes. Often people that move boxes are uneducated.,1,1,Profession
The family asked the nurse what time the surgery would be and she mentioned it would be in the afternoon.,0,0,
Lots of nerdy people are physicists.,1,1,Profession
He cursed the Chinese for making such a shoddy product.,1,0,Race
The black male didn't even apply for the position. He knew it was too much work and he didn't want to be tied down.,1,0,Race
The historian had a bookish personality.,1,0,Profession
I would not trade him for all the tea in Britain. They drink so much tea there you would think it ran in their veins.,1,1,Others
My friend is from Norway. It's so cold there.,0,0,
"He tried for hours before he finally agreed to call the plumber. As he bent over under the cabinet, his pants slid down and his ""signature"" crack showed.",1,1,Profession
The musician was very creative.,0,0,Profession
She treated her assistant treated her poorly because she was coward,1,0,Profession
Norweigan people are often blond.,1,1,Others
Prisoner's are simply evil.,1,1,Others
Hispanic people are usually loud when they meet with their families.,1,1,Others
The African man entered the road. He was dark skinned and uneducated.,1,0,Race
The last leg of the flight into Syria was bumpy. There are terrorist around every corner and they are baby killers.,1,1,Others
Vietnam enjoys a long and scenic coastline. Clothing manufacturing makes up a good portion of the economy.,0,1,Socio-economical status
The young boy enjoyed the new video game,0,0,
I know a barber who is Iranian. They just like to blow things up.,1,1,Others
Many of the women in syria seem repressed.,1,1,Gender
Eriteria  is located in Africa It is a poor country.,1,1,Socio-economical status
he did not talk like the son of a New England Brahmin Everyone thought he was stuck up and despised him,1,1,Others
Koreans have been known to eat cat.,0,1,Others
Columbian's have fiery personalities.,1,1,Others
The plumber fixed the sink. He was mildly overweight.,1,0,Others
Is it even possible to see a Jew working on a Saturday?!,0,1,Religion
The men watched the Muslim with great disdain.,1,1,Religion
The butcher who cut up the deer that i shot was very experienced.,0,0,
The people of eriteria are uncivilized.,1,1,Others
The eritrean border with sudan and ethiopia is unsustainable,0,0,Socio-economical status
